Chromosome,Start_Nucleotide,End_Nucleotide,Peak_ID
chr12,49484133,49484482,all_Chip_RFX1_vs_GRCm38.89_peak_2033
chr7,74510644,74511127,all_Chip_RFX1_vs_GRCm38.89_peak_8471
chr2,165493768,165494252,all_Chip_RFX1_vs_GRCm38.89_peak_5805
chr11,103120274,103120610,all_Chip_RFX1_vs_GRCm38.89_peak_1736
chr11,87811503,87811836,all_Chip_RFX1_vs_GRCm38.89_peak_1608
chr1,24678364,24678803,all_Chip_RFX1_vs_GRCm38.89_peak_50
chr17,30075926,30076282,all_Chip_RFX1_vs_GRCm38.89_peak_4197
chr3,36613258,36613722,all_Chip_RFX1_vs_GRCm38.89_peak_5985
chr4,142014916,142015265,all_Chip_RFX1_vs_GRCm38.89_peak_6998
chr5,21687012,21687508,all_Chip_RFX1_vs_GRCm38.89_peak_7126
chrX,142304962,142305309,all_Chip_RFX1_vs_GRCm38.89_peak_10096
chr2,158833329,158834037,all_Chip_RFX1_vs_GRCm38.89_peak_5768
chr14,65245359,65245880,all_Chip_RFX1_vs_GRCm38.89_peak_3110
chr17,28080589,28080953,all_Chip_RFX1_vs_GRCm38.89_peak_4183
chr18,60600304,60600611,all_Chip_RFX1_vs_GRCm38.89_peak_4665
chr17,83937590,83937952,all_Chip_RFX1_vs_GRCm38.89_peak_4401
chr19,55220682,55221038,all_Chip_RFX1_vs_GRCm38.89_peak_5038
chr18,83399424,83399805,all_Chip_RFX1_vs_GRCm38.89_peak_4769
chr6,30210713,30211025,all_Chip_RFX1_vs_GRCm38.89_peak_7750
chr2,7310062,7310458,all_Chip_RFX1_vs_GRCm38.89_peak_5101
chr12,112829220,112829506,all_Chip_RFX1_vs_GRCm38.89_peak_2384
chr11,80484264,80484614,all_Chip_RFX1_vs_GRCm38.89_peak_1561
chr15,83122612,83122982,all_Chip_RFX1_vs_GRCm38.89_peak_3604
chr2,19703639,19704464,all_Chip_RFX1_vs_GRCm38.89_peak_5147
chr14,77874763,77875080,all_Chip_RFX1_vs_GRCm38.89_peak_3186
chr14,99099825,99100179,all_Chip_RFX1_vs_GRCm38.89_peak_3215
chr7,28168259,28168799,all_Chip_RFX1_vs_GRCm38.89_peak_8332
chr4,54979808,54980144,all_Chip_RFX1_vs_GRCm38.89_peak_6608
chr3,57564828,57565266,all_Chip_RFX1_vs_GRCm38.89_peak_6048
chr15,84729701,84729999,all_Chip_RFX1_vs_GRCm38.89_peak_3619
chr3,85058259,85058640,all_Chip_RFX1_vs_GRCm38.89_peak_6134
chr5,135632477,135632843,all_Chip_RFX1_vs_GRCm38.89_peak_7571
chr11,66569428,66569797,all_Chip_RFX1_vs_GRCm38.89_peak_1437
chr7,64726046,64726571,all_Chip_RFX1_vs_GRCm38.89_peak_8434
chr3,75512392,75512798,all_Chip_RFX1_vs_GRCm38.89_peak_6103
chr17,56585229,56585553,all_Chip_RFX1_vs_GRCm38.89_peak_4316
chr6,135279311,135279801,all_Chip_RFX1_vs_GRCm38.89_peak_8185
chr14,70629478,70629803,all_Chip_RFX1_vs_GRCm38.89_peak_3147
chr15,60853549,60854051,all_Chip_RFX1_vs_GRCm38.89_peak_3474
chr2,152167667,152168112,all_Chip_RFX1_vs_GRCm38.89_peak_5715
chr11,98400170,98400526,all_Chip_RFX1_vs_GRCm38.89_peak_1687
chr14,33734512,33735041,all_Chip_RFX1_vs_GRCm38.89_peak_2993
chr17,36270991,36271282,all_Chip_RFX1_vs_GRCm38.89_peak_4252
chr6,99669481,99669866,all_Chip_RFX1_vs_GRCm38.89_peak_8039
chr4,129236884,129237206,all_Chip_RFX1_vs_GRCm38.89_peak_6882
chr9,83195000,83195422,all_Chip_RFX1_vs_GRCm38.89_peak_9707
chr15,79950501,79950818,all_Chip_RFX1_vs_GRCm38.89_peak_3575
chr17,56445398,56445769,all_Chip_RFX1_vs_GRCm38.89_peak_4312
chr4,129960143,129960498,all_Chip_RFX1_vs_GRCm38.89_peak_6891
chr9,123150653,123151020,all_Chip_RFX1_vs_GRCm38.89_peak_9902
chr19,21652938,21653225,all_Chip_RFX1_vs_GRCm38.89_peak_4879
chr19,40612149,40612569,all_Chip_RFX1_vs_GRCm38.89_peak_4967
chr3,153806371,153806703,all_Chip_RFX1_vs_GRCm38.89_peak_6444
chr12,98795762,98796156,all_Chip_RFX1_vs_GRCm38.89_peak_2283
chr10,89592762,89593244,all_Chip_RFX1_vs_GRCm38.89_peak_1044
chr3,55373688,55374004,all_Chip_RFX1_vs_GRCm38.89_peak_6036
chr8,92355988,92356294,all_Chip_RFX1_vs_GRCm38.89_peak_9140
chr11,5061839,5062186,all_Chip_RFX1_vs_GRCm38.89_peak_1203
chr12,86894517,86894769,all_Chip_RFX1_vs_GRCm38.89_peak_2246
chr13,24844931,24845292,all_Chip_RFX1_vs_GRCm38.89_peak_2486
chrX,10733906,10734278,all_Chip_RFX1_vs_GRCm38.89_peak_9928
chr6,49373911,49374301,all_Chip_RFX1_vs_GRCm38.89_peak_7836
chr14,103446669,103446972,all_Chip_RFX1_vs_GRCm38.89_peak_3231
chr19,22081529,22081957,all_Chip_RFX1_vs_GRCm38.89_peak_4883
chr2,52753646,52754102,all_Chip_RFX1_vs_GRCm38.89_peak_5336
chr11,105731507,105731959,all_Chip_RFX1_vs_GRCm38.89_peak_1750
chr19,10304848,10305161,all_Chip_RFX1_vs_GRCm38.89_peak_4845
chr6,77222930,77223329,all_Chip_RFX1_vs_GRCm38.89_peak_7926
chr8,10971099,10971427,all_Chip_RFX1_vs_GRCm38.89_peak_8846
chr16,58512101,58512473,all_Chip_RFX1_vs_GRCm38.89_peak_3961
chr10,61278022,61278327,all_Chip_RFX1_vs_GRCm38.89_peak_892
chr11,119228941,119229616,all_Chip_RFX1_vs_GRCm38.89_peak_1855
chr2,28514457,28514773,all_Chip_RFX1_vs_GRCm38.89_peak_5198
chr2,33753707,33754205,all_Chip_RFX1_vs_GRCm38.89_peak_5258
chr3,35225345,35225707,all_Chip_RFX1_vs_GRCm38.89_peak_5977
chr18,31568669,31568995,all_Chip_RFX1_vs_GRCm38.89_peak_4535
chr16,76865937,76866337,all_Chip_RFX1_vs_GRCm38.89_peak_3991
chr5,49853777,49854148,all_Chip_RFX1_vs_GRCm38.89_peak_7250
chr2,28699994,28700330,all_Chip_RFX1_vs_GRCm38.89_peak_5205
chr7,141041580,141042096,all_Chip_RFX1_vs_GRCm38.89_peak_8783
chr9,70207436,70207842,all_Chip_RFX1_vs_GRCm38.89_peak_9663
chr9,72968450,72968773,all_Chip_RFX1_vs_GRCm38.89_peak_9675
chr1,163060471,163060817,all_Chip_RFX1_vs_GRCm38.89_peak_535
chr2,149980394,149980815,all_Chip_RFX1_vs_GRCm38.89_peak_5704
chr3,116047038,116047440,all_Chip_RFX1_vs_GRCm38.89_peak_6311
chr2,152427443,152427830,all_Chip_RFX1_vs_GRCm38.89_peak_5717
chr5,135777766,135778371,all_Chip_RFX1_vs_GRCm38.89_peak_7573
chrX,102119107,102119443,all_Chip_RFX1_vs_GRCm38.89_peak_10048
chr1,131730780,131731113,all_Chip_RFX1_vs_GRCm38.89_peak_399
chr2,71974212,71974535,all_Chip_RFX1_vs_GRCm38.89_peak_5401
chr4,117251693,117252036,all_Chip_RFX1_vs_GRCm38.89_peak_6812
chr6,55435749,55436106,all_Chip_RFX1_vs_GRCm38.89_peak_7869
chr13,25362528,25362874,all_Chip_RFX1_vs_GRCm38.89_peak_2489
chr14,75369917,75370268,all_Chip_RFX1_vs_GRCm38.89_peak_3163
chr16,90176474,90176819,all_Chip_RFX1_vs_GRCm38.89_peak_4025
chr10,95515695,95516011,all_Chip_RFX1_vs_GRCm38.89_peak_1083
chr1,160878338,160878747,all_Chip_RFX1_vs_GRCm38.89_peak_524
chrX,139808090,139808411,all_Chip_RFX1_vs_GRCm38.89_peak_10089
chr10,4482227,4482660,all_Chip_RFX1_vs_GRCm38.89_peak_684
chr11,119524545,119524901,all_Chip_RFX1_vs_GRCm38.89_peak_1857
chr12,84361436,84361813,all_Chip_RFX1_vs_GRCm38.89_peak_2215
chr12,91384192,91384550,all_Chip_RFX1_vs_GRCm38.89_peak_2265
chr4,125029729,125030059,all_Chip_RFX1_vs_GRCm38.89_peak_6864
chr16,17650774,17651091,all_Chip_RFX1_vs_GRCm38.89_peak_3799
chr7,141945998,141946370,all_Chip_RFX1_vs_GRCm38.89_peak_8788
chr11,59839719,59840100,all_Chip_RFX1_vs_GRCm38.89_peak_1386
chr3,90213637,90214013,all_Chip_RFX1_vs_GRCm38.89_peak_6177
chr7,126862244,126862557,all_Chip_RFX1_vs_GRCm38.89_peak_8701
chr7,92669998,92670344,all_Chip_RFX1_vs_GRCm38.89_peak_8546
chr3,89437240,89437591,all_Chip_RFX1_vs_GRCm38.89_peak_6164
chr19,10894864,10895202,all_Chip_RFX1_vs_GRCm38.89_peak_4853
chr2,164494218,164494536,all_Chip_RFX1_vs_GRCm38.89_peak_5793
chr10,118674096,118674423,all_Chip_RFX1_vs_GRCm38.89_peak_1148
chr17,31262704,31263028,all_Chip_RFX1_vs_GRCm38.89_peak_4205
chr13,77135388,77135714,all_Chip_RFX1_vs_GRCm38.89_peak_2720
chr2,110950125,110950481,all_Chip_RFX1_vs_GRCm38.89_peak_5535
chr5,142386672,142387334,all_Chip_RFX1_vs_GRCm38.89_peak_7627
chr6,100380611,100380960,all_Chip_RFX1_vs_GRCm38.89_peak_8043
chr12,117107159,117107562,all_Chip_RFX1_vs_GRCm38.89_peak_2405
chr13,51580648,51581026,all_Chip_RFX1_vs_GRCm38.89_peak_2613
chr15,50735852,50736265,all_Chip_RFX1_vs_GRCm38.89_peak_3426
chr4,119106437,119106956,all_Chip_RFX1_vs_GRCm38.89_peak_6826
chr12,25098824,25099106,all_Chip_RFX1_vs_GRCm38.89_peak_1947
chr11,75999764,76000126,all_Chip_RFX1_vs_GRCm38.89_peak_1517
chr7,144316804,144317165,all_Chip_RFX1_vs_GRCm38.89_peak_8804
chr10,62739982,62740442,all_Chip_RFX1_vs_GRCm38.89_peak_902
chr7,143919156,143919509,all_Chip_RFX1_vs_GRCm38.89_peak_8798
chr8,21978245,21978693,all_Chip_RFX1_vs_GRCm38.89_peak_8879
chr17,84187879,84188169,all_Chip_RFX1_vs_GRCm38.89_peak_4407
chr16,91501028,91501362,all_Chip_RFX1_vs_GRCm38.89_peak_4041
chr7,49375513,49375863,all_Chip_RFX1_vs_GRCm38.89_peak_8404
chr10,34328110,34328557,all_Chip_RFX1_vs_GRCm38.89_peak_778
chr15,57912850,57913245,all_Chip_RFX1_vs_GRCm38.89_peak_3455
chr17,27907659,27908348,all_Chip_RFX1_vs_GRCm38.89_peak_4176
chr2,34373134,34373497,all_Chip_RFX1_vs_GRCm38.89_peak_5264
chr6,51529435,51529850,all_Chip_RFX1_vs_GRCm38.89_peak_7850
chr16,43979159,43979524,all_Chip_RFX1_vs_GRCm38.89_peak_3922
chr4,15265462,15265785,all_Chip_RFX1_vs_GRCm38.89_peak_6496
chr5,31082342,31082693,all_Chip_RFX1_vs_GRCm38.89_peak_7167
chr2,30658412,30658802,all_Chip_RFX1_vs_GRCm38.89_peak_5223
chr11,79660482,79660799,all_Chip_RFX1_vs_GRCm38.89_peak_1554
chr12,53382578,53383137,all_Chip_RFX1_vs_GRCm38.89_peak_2054
chr2,93445366,93445711,all_Chip_RFX1_vs_GRCm38.89_peak_5474
chr4,132421859,132422164,all_Chip_RFX1_vs_GRCm38.89_peak_6916
chr4,59002858,59003162,all_Chip_RFX1_vs_GRCm38.89_peak_6624
chr17,26502972,26503303,all_Chip_RFX1_vs_GRCm38.89_peak_4167
chr5,96890459,96890833,all_Chip_RFX1_vs_GRCm38.89_peak_7370
chr11,90687975,90688313,all_Chip_RFX1_vs_GRCm38.89_peak_1637
chr13,49564296,49564626,all_Chip_RFX1_vs_GRCm38.89_peak_2608
chr17,78275205,78275571,all_Chip_RFX1_vs_GRCm38.89_peak_4375
chr11,55022959,55023428,all_Chip_RFX1_vs_GRCm38.89_peak_1364
chr12,113146792,113147140,all_Chip_RFX1_vs_GRCm38.89_peak_2389
chr18,34050285,34050752,all_Chip_RFX1_vs_GRCm38.89_peak_4552
chr8,22124267,22125030,all_Chip_RFX1_vs_GRCm38.89_peak_8880
chr10,80298850,80299172,all_Chip_RFX1_vs_GRCm38.89_peak_973
chr12,76404169,76404580,all_Chip_RFX1_vs_GRCm38.89_peak_2144
chr10,80900711,80901108,all_Chip_RFX1_vs_GRCm38.89_peak_984
chr2,119898286,119898688,all_Chip_RFX1_vs_GRCm38.89_peak_5571
chr3,35322943,35323293,all_Chip_RFX1_vs_GRCm38.89_peak_5980
chr4,149775244,149775695,all_Chip_RFX1_vs_GRCm38.89_peak_7034
chr7,66247699,66248064,all_Chip_RFX1_vs_GRCm38.89_peak_8444
chr8,12832157,12832507,all_Chip_RFX1_vs_GRCm38.89_peak_8857
chr8,47480102,47480422,all_Chip_RFX1_vs_GRCm38.89_peak_8970
chr10,111472930,111473252,all_Chip_RFX1_vs_GRCm38.89_peak_1132
chr1,169093515,169093903,all_Chip_RFX1_vs_GRCm38.89_peak_561
chr13,37514257,37514556,all_Chip_RFX1_vs_GRCm38.89_peak_2536
chr1,152766154,152766475,all_Chip_RFX1_vs_GRCm38.89_peak_478
chr1,18551260,18551621,all_Chip_RFX1_vs_GRCm38.89_peak_37
chr5,136881587,136881900,all_Chip_RFX1_vs_GRCm38.89_peak_7581
chr12,73982482,73982860,all_Chip_RFX1_vs_GRCm38.89_peak_2131
chr5,13529132,13529597,all_Chip_RFX1_vs_GRCm38.89_peak_7105
chr18,32117552,32117944,all_Chip_RFX1_vs_GRCm38.89_peak_4541
chr5,92813010,92813339,all_Chip_RFX1_vs_GRCm38.89_peak_7361
chr13,119755819,119756169,all_Chip_RFX1_vs_GRCm38.89_peak_2873
chr10,87447785,87448133,all_Chip_RFX1_vs_GRCm38.89_peak_1033
chr10,25620971,25621780,all_Chip_RFX1_vs_GRCm38.89_peak_757
chr4,43653402,43653799,all_Chip_RFX1_vs_GRCm38.89_peak_6570
chr9,59589061,59589373,all_Chip_RFX1_vs_GRCm38.89_peak_9586
chr1,135159120,135159408,all_Chip_RFX1_vs_GRCm38.89_peak_426
chr9,24696100,24696466,all_Chip_RFX1_vs_GRCm38.89_peak_9396
chr1,131139052,131139446,all_Chip_RFX1_vs_GRCm38.89_peak_394
chr18,80316985,80317329,all_Chip_RFX1_vs_GRCm38.89_peak_4751
chr18,8990390,8990755,all_Chip_RFX1_vs_GRCm38.89_peak_4468
chr2,147073904,147074339,all_Chip_RFX1_vs_GRCm38.89_peak_5697
chr1,93220816,93221161,all_Chip_RFX1_vs_GRCm38.89_peak_326
chr9,44240361,44240777,all_Chip_RFX1_vs_GRCm38.89_peak_9486
chr13,83744995,83745297,all_Chip_RFX1_vs_GRCm38.89_peak_2742
chr10,14169141,14169461,all_Chip_RFX1_vs_GRCm38.89_peak_714
chr5,53594304,53594652,all_Chip_RFX1_vs_GRCm38.89_peak_7254
chr5,71732922,71733382,all_Chip_RFX1_vs_GRCm38.89_peak_7294
chr6,17968785,17969151,all_Chip_RFX1_vs_GRCm38.89_peak_7718
chr10,41403907,41404253,all_Chip_RFX1_vs_GRCm38.89_peak_809
chr13,93128988,93129336,all_Chip_RFX1_vs_GRCm38.89_peak_2771
chr15,34254320,34254668,all_Chip_RFX1_vs_GRCm38.89_peak_3368
chr11,7160627,7161005,all_Chip_RFX1_vs_GRCm38.89_peak_1216
chr10,60041874,60042193,all_Chip_RFX1_vs_GRCm38.89_peak_883
chr18,65921752,65922082,all_Chip_RFX1_vs_GRCm38.89_peak_4694
chr10,116950486,116950770,all_Chip_RFX1_vs_GRCm38.89_peak_1139
chr12,31468866,31469388,all_Chip_RFX1_vs_GRCm38.89_peak_1972
chr3,83098686,83099052,all_Chip_RFX1_vs_GRCm38.89_peak_6122
chr5,125141158,125141489,all_Chip_RFX1_vs_GRCm38.89_peak_7525
chr8,109464669,109464994,all_Chip_RFX1_vs_GRCm38.89_peak_9218
chr6,48593304,48593909,all_Chip_RFX1_vs_GRCm38.89_peak_7832
chr12,55939354,55939903,all_Chip_RFX1_vs_GRCm38.89_peak_2069
chr8,111933635,111933963,all_Chip_RFX1_vs_GRCm38.89_peak_9233
chr5,77156927,77157321,all_Chip_RFX1_vs_GRCm38.89_peak_7324
chr9,77750460,77750840,all_Chip_RFX1_vs_GRCm38.89_peak_9687
chr8,3467451,3467780,all_Chip_RFX1_vs_GRCm38.89_peak_8814
chr19,6942361,6942741,all_Chip_RFX1_vs_GRCm38.89_peak_4829
chr12,100187356,100187705,all_Chip_RFX1_vs_GRCm38.89_peak_2300
chr1,92654761,92655125,all_Chip_RFX1_vs_GRCm38.89_peak_320
chr4,22494999,22495339,all_Chip_RFX1_vs_GRCm38.89_peak_6509
chr5,92905501,92905840,all_Chip_RFX1_vs_GRCm38.89_peak_7366
chr12,99339874,99340296,all_Chip_RFX1_vs_GRCm38.89_peak_2288
chr18,80476137,80476486,all_Chip_RFX1_vs_GRCm38.89_peak_4752
chr12,108239482,108239828,all_Chip_RFX1_vs_GRCm38.89_peak_2345
chr14,118180241,118180638,all_Chip_RFX1_vs_GRCm38.89_peak_3255
chr8,36142954,36143310,all_Chip_RFX1_vs_GRCm38.89_peak_8935
chr17,26948410,26948678,all_Chip_RFX1_vs_GRCm38.89_peak_4171
chr13,84060993,84061321,all_Chip_RFX1_vs_GRCm38.89_peak_2744
chr2,129129620,129129943,all_Chip_RFX1_vs_GRCm38.89_peak_5615
chr15,36901845,36902129,all_Chip_RFX1_vs_GRCm38.89_peak_3384
chr4,133609695,133610149,all_Chip_RFX1_vs_GRCm38.89_peak_6933
chr17,48437569,48437970,all_Chip_RFX1_vs_GRCm38.89_peak_4288
chr3,42342853,42343219,all_Chip_RFX1_vs_GRCm38.89_peak_6010
chr10,94609254,94609589,all_Chip_RFX1_vs_GRCm38.89_peak_1074
chr12,100291298,100291682,all_Chip_RFX1_vs_GRCm38.89_peak_2306
chr16,15637177,15637630,all_Chip_RFX1_vs_GRCm38.89_peak_3784
chr9,26806301,26806640,all_Chip_RFX1_vs_GRCm38.89_peak_9403
chr10,93276263,93276593,all_Chip_RFX1_vs_GRCm38.89_peak_1066
chr2,146855717,146856017,all_Chip_RFX1_vs_GRCm38.89_peak_5696
chr2,30750053,30750373,all_Chip_RFX1_vs_GRCm38.89_peak_5225
chr5,100518103,100518435,all_Chip_RFX1_vs_GRCm38.89_peak_7387
chr9,22116025,22116475,all_Chip_RFX1_vs_GRCm38.89_peak_9381
chr2,129296099,129296434,all_Chip_RFX1_vs_GRCm38.89_peak_5619
chr12,79507091,79507717,all_Chip_RFX1_vs_GRCm38.89_peak_2164
chr13,37388484,37388918,all_Chip_RFX1_vs_GRCm38.89_peak_2534
chr17,68748405,68748783,all_Chip_RFX1_vs_GRCm38.89_peak_4347
chr7,109616318,109616639,all_Chip_RFX1_vs_GRCm38.89_peak_8611
chr12,110197183,110197759,all_Chip_RFX1_vs_GRCm38.89_peak_2353
chr14,63436276,63436583,all_Chip_RFX1_vs_GRCm38.89_peak_3098
chr18,52465382,52465732,all_Chip_RFX1_vs_GRCm38.89_peak_4634
chr11,97959316,97959655,all_Chip_RFX1_vs_GRCm38.89_peak_1682
chr6,31596775,31597096,all_Chip_RFX1_vs_GRCm38.89_peak_7764
chr11,62518913,62519278,all_Chip_RFX1_vs_GRCm38.89_peak_1410
chr17,5371567,5371923,all_Chip_RFX1_vs_GRCm38.89_peak_4086
chr4,44028625,44028960,all_Chip_RFX1_vs_GRCm38.89_peak_6573
chr9,98563476,98563769,all_Chip_RFX1_vs_GRCm38.89_peak_9761
chr3,34591203,34591518,all_Chip_RFX1_vs_GRCm38.89_peak_5969
chr4,43240697,43241080,all_Chip_RFX1_vs_GRCm38.89_peak_6567
chr12,79122743,79123214,all_Chip_RFX1_vs_GRCm38.89_peak_2159
chr2,138257936,138258292,all_Chip_RFX1_vs_GRCm38.89_peak_5670
chr18,20642860,20643205,all_Chip_RFX1_vs_GRCm38.89_peak_4503
chr19,31383816,31384251,all_Chip_RFX1_vs_GRCm38.89_peak_4928
chr14,118735041,118735391,all_Chip_RFX1_vs_GRCm38.89_peak_3258
chr19,21329793,21330207,all_Chip_RFX1_vs_GRCm38.89_peak_4877
chr19,59943605,59943932,all_Chip_RFX1_vs_GRCm38.89_peak_5064
chr2,137083320,137083714,all_Chip_RFX1_vs_GRCm38.89_peak_5666
chr3,85056289,85056735,all_Chip_RFX1_vs_GRCm38.89_peak_6133
chr4,58326631,58327144,all_Chip_RFX1_vs_GRCm38.89_peak_6621
chr6,93223886,93224209,all_Chip_RFX1_vs_GRCm38.89_peak_8008
chr8,27021545,27022027,all_Chip_RFX1_vs_GRCm38.89_peak_8904
chr19,6552142,6552500,all_Chip_RFX1_vs_GRCm38.89_peak_4824
chr2,5321511,5321926,all_Chip_RFX1_vs_GRCm38.89_peak_5086
chr11,78536316,78536681,all_Chip_RFX1_vs_GRCm38.89_peak_1546
chr4,43043979,43044299,all_Chip_RFX1_vs_GRCm38.89_peak_6566
chr11,120824510,120824847,all_Chip_RFX1_vs_GRCm38.89_peak_1877
chr3,137977818,137978146,all_Chip_RFX1_vs_GRCm38.89_peak_6391
chr12,98734457,98734780,all_Chip_RFX1_vs_GRCm38.89_peak_2282
chr2,62098033,62098554,all_Chip_RFX1_vs_GRCm38.89_peak_5361
chr3,14948358,14948807,all_Chip_RFX1_vs_GRCm38.89_peak_5907
chr4,103203555,103203986,all_Chip_RFX1_vs_GRCm38.89_peak_6756
chr4,15658384,15658787,all_Chip_RFX1_vs_GRCm38.89_peak_6498
chr12,110954965,110955343,all_Chip_RFX1_vs_GRCm38.89_peak_2366
chr11,65215282,65215689,all_Chip_RFX1_vs_GRCm38.89_peak_1425
chr7,132572631,132572956,all_Chip_RFX1_vs_GRCm38.89_peak_8734
chr8,113665089,113665472,all_Chip_RFX1_vs_GRCm38.89_peak_9239
chr2,32718827,32719205,all_Chip_RFX1_vs_GRCm38.89_peak_5245
chr15,36644106,36644461,all_Chip_RFX1_vs_GRCm38.89_peak_3381
chr11,88540129,88540473,all_Chip_RFX1_vs_GRCm38.89_peak_1625
chr2,164176663,164176979,all_Chip_RFX1_vs_GRCm38.89_peak_5791
chr2,29624651,29625116,all_Chip_RFX1_vs_GRCm38.89_peak_5212
chr9,55511384,55511736,all_Chip_RFX1_vs_GRCm38.89_peak_9565
chr2,15656425,15656798,all_Chip_RFX1_vs_GRCm38.89_peak_5130
chr12,99498936,99499329,all_Chip_RFX1_vs_GRCm38.89_peak_2294
chr3,110599372,110599948,all_Chip_RFX1_vs_GRCm38.89_peak_6305
chr1,85928273,85928632,all_Chip_RFX1_vs_GRCm38.89_peak_274
chr8,12165715,12166056,all_Chip_RFX1_vs_GRCm38.89_peak_8852
chr11,102858900,102859301,all_Chip_RFX1_vs_GRCm38.89_peak_1728
chr12,79916014,79916361,all_Chip_RFX1_vs_GRCm38.89_peak_2170
chr3,28805222,28805554,all_Chip_RFX1_vs_GRCm38.89_peak_5951
chr3,126491285,126491635,all_Chip_RFX1_vs_GRCm38.89_peak_6347
chr6,118977751,118978076,all_Chip_RFX1_vs_GRCm38.89_peak_8125
chr9,114026576,114026915,all_Chip_RFX1_vs_GRCm38.89_peak_9859
chr9,120011152,120011422,all_Chip_RFX1_vs_GRCm38.89_peak_9882
chr11,102086294,102086621,all_Chip_RFX1_vs_GRCm38.89_peak_1721
chr4,136140350,136140671,all_Chip_RFX1_vs_GRCm38.89_peak_6957
chrX,7879814,7880118,all_Chip_RFX1_vs_GRCm38.89_peak_9920
chr6,112213092,112213418,all_Chip_RFX1_vs_GRCm38.89_peak_8071
chr9,98525319,98525656,all_Chip_RFX1_vs_GRCm38.89_peak_9760
chr9,49570681,49571066,all_Chip_RFX1_vs_GRCm38.89_peak_9530
chrX,20364354,20364721,all_Chip_RFX1_vs_GRCm38.89_peak_9956
chr9,42605089,42605490,all_Chip_RFX1_vs_GRCm38.89_peak_9479
chr15,72018929,72019282,all_Chip_RFX1_vs_GRCm38.89_peak_3513
chr11,12351023,12351405,all_Chip_RFX1_vs_GRCm38.89_peak_1225
chr15,63769021,63769351,all_Chip_RFX1_vs_GRCm38.89_peak_3484
chr9,72828467,72828875,all_Chip_RFX1_vs_GRCm38.89_peak_9671
chr2,126450746,126451081,all_Chip_RFX1_vs_GRCm38.89_peak_5602
chr13,45548927,45549255,all_Chip_RFX1_vs_GRCm38.89_peak_2571
chr3,96197052,96197816,all_Chip_RFX1_vs_GRCm38.89_peak_6198
chr5,12575974,12576300,all_Chip_RFX1_vs_GRCm38.89_peak_7104
chrX,61119546,61119844,all_Chip_RFX1_vs_GRCm38.89_peak_9986
chr7,92636978,92637300,all_Chip_RFX1_vs_GRCm38.89_peak_8545
chr9,94538825,94539135,all_Chip_RFX1_vs_GRCm38.89_peak_9740
chr11,78246142,78246488,all_Chip_RFX1_vs_GRCm38.89_peak_1543
chr14,34339492,34339931,all_Chip_RFX1_vs_GRCm38.89_peak_2994
chr1,36861557,36861942,all_Chip_RFX1_vs_GRCm38.89_peak_83
chr14,79236238,79236633,all_Chip_RFX1_vs_GRCm38.89_peak_3195
chr17,84096367,84096681,all_Chip_RFX1_vs_GRCm38.89_peak_4406
chr18,9576446,9576794,all_Chip_RFX1_vs_GRCm38.89_peak_4469
chr9,46282853,46283180,all_Chip_RFX1_vs_GRCm38.89_peak_9511
chr11,76450224,76450571,all_Chip_RFX1_vs_GRCm38.89_peak_1521
chr18,5819124,5819462,all_Chip_RFX1_vs_GRCm38.89_peak_4456
chr9,64058207,64058543,all_Chip_RFX1_vs_GRCm38.89_peak_9629
chr10,42478227,42478626,all_Chip_RFX1_vs_GRCm38.89_peak_820
chr12,87200392,87200722,all_Chip_RFX1_vs_GRCm38.89_peak_2253
chr14,24818576,24818863,all_Chip_RFX1_vs_GRCm38.89_peak_2945
chr4,138464626,138464908,all_Chip_RFX1_vs_GRCm38.89_peak_6969
chr2,33923515,33923858,all_Chip_RFX1_vs_GRCm38.89_peak_5261
chr3,105357495,105357845,all_Chip_RFX1_vs_GRCm38.89_peak_6259
chr10,59090288,59090702,all_Chip_RFX1_vs_GRCm38.89_peak_868
chr18,12489310,12489624,all_Chip_RFX1_vs_GRCm38.89_peak_4484
chr7,99483631,99483990,all_Chip_RFX1_vs_GRCm38.89_peak_8570
chr2,34434144,34434479,all_Chip_RFX1_vs_GRCm38.89_peak_5265
chr15,84957855,84958231,all_Chip_RFX1_vs_GRCm38.89_peak_3623
chr6,83185878,83186173,all_Chip_RFX1_vs_GRCm38.89_peak_7941
chr3,108781607,108781924,all_Chip_RFX1_vs_GRCm38.89_peak_6294
chr8,35924382,35924807,all_Chip_RFX1_vs_GRCm38.89_peak_8932
chr17,35910034,35910372,all_Chip_RFX1_vs_GRCm38.89_peak_4250
chr19,5050167,5050440,all_Chip_RFX1_vs_GRCm38.89_peak_4803
chr2,28582568,28582939,all_Chip_RFX1_vs_GRCm38.89_peak_5203
chr5,111581251,111581585,all_Chip_RFX1_vs_GRCm38.89_peak_7434
chr5,148552833,148553236,all_Chip_RFX1_vs_GRCm38.89_peak_7653
chr7,45418136,45418498,all_Chip_RFX1_vs_GRCm38.89_peak_8387
chr12,52097523,52097842,all_Chip_RFX1_vs_GRCm38.89_peak_2038
chr13,67060107,67060464,all_Chip_RFX1_vs_GRCm38.89_peak_2693
chr14,61061719,61062048,all_Chip_RFX1_vs_GRCm38.89_peak_3079
chr2,163658193,163658453,all_Chip_RFX1_vs_GRCm38.89_peak_5788
chr11,120776200,120776524,all_Chip_RFX1_vs_GRCm38.89_peak_1876
